city_id,hexcluster_id,holiday_date,holiday_name,hour,label,lag_week_4,lag_week_5,lag_week_6,lag_week_1,lag_week_2,lag_week_3,matched_ref_val,dow,year
1005,c109c29e-e8c1-43f6-9fcd-6a2693c16a55,2018-10-30,Chelum,15,173.55,183.25,154.95,170.516666667,164.25,138.416666667,203.016666667,134.383333333,1,2018
1005,c109c29e-e8c1-43f6-9fcd-6a2693c16a55,2018-10-30,Chelum,16,163.666666667,211.766666667,190.95,207.216666667,181.6,70.2833333333,213.5,91.6666666667,1,2018
1005,c109c29e-e8c1-43f6-9fcd-6a2693c16a55,2018-10-30,Chelum,17,154.9,209.85,194.65,202.533333333,215.516666667,64.6333333333,184.116666667,83.2333333333,1,2018
1005,c109c29e-e8c1-43f6-9fcd-6a2693c16a55,2018-10-30,Chelum,18,163.15,258.0,202.433333333,255.15,204.566666667,223.716666667,242.866666666,71.7833333333,1,2018
1005,c109c29e-e8c1-43f6-9fcd-6a2693c16a55,2018-10-30,Chelum,19,214.316666666,382.466666667,292.15,303.45,280.983333333,247.266666667,363.183333333,80.3333333333,1,2018
1005,c109c29e-e8c1-43f6-9fcd-6a2693c16a55,2018-10-30,Chelum,20,187.55,233.733333333,182.733333334,151.6,188.95,157.433333333,219.366666667,99.4333333333,1,2018
1005,c109c29e-e8c1-43f6-9fcd-6a2693c16a55,2018-10-30,Chelum,21,185.216666667,171.566666667,181.816666667,166.816666667,157.983333333,190.966666667,151.566666667,118.3,1,2018
1005,c109c29e-e8c1-43f6-9fcd-6a2693c16a55,2018-10-30,Chelum,22,141.933333333,203.016666667,183.25,154.95,173.55,164.25,138.416666667,91.25,1,2018
1005,c109c29e-e8c1-43f6-9fcd-6a2693c16a55,2018-10-30,Chelum,23,130.033333333,213.5,211.766666667,190.95,163.666666667,181.6,70.2833333333,139.183333333,1,2018
1005,e87d20fd-1389-4355-98c2-6e8a94efa534,2018-10-30,Chelum,0,72.7666666667,71.95,83.4833333334,73.5333333333,70.7833333334,75.9,69.0,39.1833333334,1,2018
1005,e87d20fd-1389-4355-98c2-6e8a94efa534,2018-10-30,Chelum,1,69.1,68.3833333333,63.8,63.4,64.1166666666,64.6666666667,68.2,30.45,1,2018
1005,e87d20fd-1389-4355-98c2-6e8a94efa534,2018-10-30,Chelum,2,25.85,62.2,65.8666666666,92.1,83.1333333333,65.7,75.5833333334,49.6666666666,1,2018
1005,e87d20fd-1389-4355-98c2-6e8a94efa534,2018-10-30,Chelum,3,23.1166666667,67.7,68.75,33.7,70.75,77.1,73.7,40.35,1,2018
1005,e87d20fd-1389-4355-98c2-6e8a94efa534,2018-10-30,Chelum,4,94.95,84.2666666667,81.7833333333,41.05,79.9166666666,72.6833333333,85.3166666667,26.3166666667,1,2018
1005,e87d20fd-1389-4355-98c2-6e8a94efa534,2018-10-30,Chelum,5,110.7,108.133333333,114.0,84.9833333333,97.35,111.783333333,124.783333333,29.4,1,2018
1005,e87d20fd-1389-4355-98c2-6e8a94efa534,2018-10-30,Chelum,6,80.4,71.2333333334,82.25,73.2833333333,86.55,99.2,80.0666666667,38.25,1,2018
1005,e87d20fd-1389-4355-98c2-6e8a94efa534,2018-10-30,Chelum,7,135.2,69.0,71.95,83.4833333334,72.7666666667,70.7833333334,75.9,35.1666666667,1,2018
1005,e87d20fd-1389-4355-98c2-6e8a94efa534,2018-10-30,Chelum,8,83.4833333333,68.2,68.3833333333,63.8,69.1,64.1166666666,64.6666666667,47.0833333333,1,2018
1005,e87d20fd-1389-4355-98c2-6e8a94efa534,2018-10-30,Chelum,9,86.4,75.5833333334,62.2,65.8666666666,25.85,83.1333333333,65.7,71.9833333334,1,2018
1005,e87d20fd-1389-4355-98c2-6e8a94efa534,2018-10-30,Chelum,10,92.5333333334,73.7,67.7,68.75,23.1166666667,70.75,77.1,53.7833333333,1,2018
1005,e87d20fd-1389-4355-98c2-6e8a94efa534,2018-10-30,Chelum,11,109.983333333,85.3166666667,84.2666666667,81.7833333333,94.95,79.9166666666,72.6833333333,42.1166666666,1,2018
1005,e87d20fd-1389-4355-98c2-6e8a94efa534,2018-10-30,Chelum,12,132.05,124.783333333,108.133333333,114.0,110.7,97.35,111.783333333,41.7666666666,1,2018
1005,e87d20fd-1389-4355-98c2-6e8a94efa534,2018-10-30,Chelum,13,90.15,80.0666666667,71.2333333334,82.25,80.4,86.55,99.2,42.2,1,2018
1005,e87d20fd-1389-4355-98c2-6e8a94efa534,2018-10-30,Chelum,14,78.6166666667,75.9,69.0,71.95,135.2,72.7666666667,70.7833333334,52.1666666667,1,2018
1005,e87d20fd-1389-4355-98c2-6e8a94efa534,2018-10-30,Chelum,15,73.5,64.6666666667,68.2,68.3833333333,83.4833333333,69.1,64.1166666666,46.0,1,2018
1005,e87d20fd-1389-4355-98c2-6e8a94efa534,2018-10-30,Chelum,16,71.65,65.7,75.5833333334,62.2,86.4,25.85,83.1333333333,31.5,1,2018
1005,e87d20fd-1389-4355-98c2-6e8a94efa534,2018-10-30,Chelum,17,73.5,77.1,73.7,67.7,92.5333333334,23.1166666667,70.75,25.8833333333,1,2018
1005,e87d20fd-1389-4355-98c2-6e8a94efa534,2018-10-30,Chelum,18,104.666666667,72.6833333333,85.3166666667,84.2666666667,109.983333333,94.95,79.9166666666,30.2333333333,1,2018
1005,e87d20fd-1389-4355-98c2-6e8a94efa534,2018-10-30,Chelum,19,161.3,111.783333333,124.783333333,108.133333333,132.05,110.7,97.35,46.7333333333,1,2018
1005,e87d20fd-1389-4355-98c2-6e8a94efa534,2018-10-30,Chelum,20,147.533333333,99.2,80.0666666667,71.2333333334,90.15,80.4,86.55,46.3833333333,1,2018
